name,canon_smiles,dose_mg,cmax_mg_L,log_cmax_per_dose,n_studies,tmax_h,thalf_h,auc_ng_h_ml,f_pct,formulation,is_prodrug,in_holdout
methylprednisolone,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,16.0,0.1091695928361006,-2.166018292111541,2,1.9,2.0,486.5,,tablet,False,False
betamethasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,2.0,0.0247,-1.9083330424043154,1,2.32,5.23,243.1,,tablet,False,False
Cipargamin,C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,100.0,0.83,-2.0809219076239263,1,3.0,22.2,23500.0,,,False,False
Imeglimin,C[C@H]1N=C(N(C)C)N=C(N)N1,500.0,0.9306019557254326,-2.730206043437426,2,3.25,12.325,6455.0,,,False,False
digitoxin,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,0.56,0.0301,-1.2696215314123571,1,1.1,,747.0,70.0,tablet,False,False
digoxin,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,1.0,0.0041458257732972,-2.3823889529140136,3,1.5,40.77,63.9,,tablet,False,False
acarbose,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,300.0,0.0109999999999999,-4.435728569561442,1,2.0,,,,,False,False
lorlatinib,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,100.0,0.5387738173926159,-2.26859351769701,3,1.5,24.2,8289.0,80.78,tablet,False,False
artenimol (dihydroartemisinin),C[C@H]1[C@@H](O)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@]24OO3,103.0,0.181,-2.755158649835988,1,1.5,0.96,377.0,,capsule,False,False
aztreonam,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,500.0,0.14,-3.5528419686577806,1,2.23,4.08,400.0,0.49,capsule,False,False
artesunate,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,200.0,0.11,-3.2596373105057563,1,0.5,,,,tablet,False,False
doxycycline,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,100.0,1.6133,-1.7922848661944335,1,2.0,16.75,29047.5,84.0,capsule,False,False
methyldopa,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,250.0,1.5020936322346887,-2.2212430036367485,2,2.975,2.505,6417.55,,tablet,False,False
delamanid,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,100.0,0.233,-2.632644078973981,1,3.82,,3488.0,,tablet,False,False
fluoxymesterone,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,10.0,0.0799999999999999,-2.096910013008057,1,1.8,1.98,306.0,,tablet,False,False
oxymetholone,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,50.0,0.0187999999999999,-3.4248121550723414,1,3.5,7.99,170.78,,tablet,False,False
prednisone,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,50.0,0.052,-2.9829666607012197,1,2.4,3.6,433.0,,tablet,False,False
prednisolone,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,10.0,0.2598845897701516,-1.5852194718503037,2,1.375,2.63,1389.5,92.0,tablet,False,False
triamcinolone,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,5.0,0.0104999999999999,-2.677780705266085,1,1.0,2.6,30.4,22.5,solution,False,False
dutasteride,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12,0.5,0.0028112630613302,-2.2500685181242717,2,3.3200000000000003,80.91,69.08,60.0,capsule,False,False
methyltestosterone,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,10.0,0.0205699999999999,-2.6867657083052783,1,1.0,2.24,55.9,,tablet,False,False
hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,20.0,0.2832225273526102,-1.8489022017457093,2,1.05,1.5,964.5,95.9,suspension,False,False
fludrocortisone,C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,0.1,0.00124,-1.9065783148377649,1,0.5,2.57,3.28,,tablet,False,False
drospirenone,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,6.0,0.0760756202735147,-1.8969057483706389,2,1.625,27.4,1029.0,,tablet,False,False
dienogest,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,2.0,0.0526414285520444,-1.5797023292706254,2,1.4,10.4,636.4,90.0,tablet,False,False
estetrol,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1[C@@H](O)[C@@H](O)[C@@H]2O,100.0,0.1583,-2.800519085137644,1,0.5,28.02,649.2,,solution,False,False
oxandrolone,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,10.0,0.4066,-1.3908326256979802,1,1.0,8.87,3175.3,,solution,False,False
Vilaprisan,C[C@]12C[C@H](c3ccc(S(C)(=O)=O)cc3)C3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)C(F)(F)C(F)(F)F,2.0,0.0083165497653774,-2.3810868050264404,2,1.5,39.2,152.0,,tablet,False,False
betaine,C[N+](C)(C)CC(=O)[O-],3500.0,110.00197,-1.502667581442339,1,0.9,14.38,646422.66,,solution,False,False
amitriptylinoxide,C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc21,50.0,0.4838,-2.014304140310158,1,0.86,1.49,1713.0,,tablet,False,False
diphemanil,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,250.0,0.04085,-3.7867479478036032,1,2.5,7.92,342.96,,capsule,False,False
ademetionine (same),C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,500.0,0.93737,-2.727058954280209,1,4.39,3.08,2961.15,,enteric-coated tablet,False,False
milrinone,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,12.23,0.2159,-1.7531738147020546,1,1.0,1.06,382.7,92.0,tablet,False,False
panobinostat,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,30.0,0.023947860029656,-3.097854543601021,2,1.51,29.05,187.4,21.0,,False,False
BMS-986142,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,100.0,0.311,-2.5072396109731625,1,1.5,10.3,3019.0,,,False,False
bazedoxifene,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,10.0,0.002,-3.6989700043360187,2,2.45,28.0,29.5,6.2,tablet,False,False
rimonabant,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,20.0,0.21223,-1.9742232215955433,1,3.33,185.25,49113.48,,tablet,False,False
sonidegib,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,200.0,0.1,-3.3010299956639813,1,3.0,,2740.0,,capsule,False,False
troglitazone,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,400.0,0.9612491872558332,-2.6192240057179093,2,3.6,11.75,10250.0,45.0,tablet,False,False
Fevipiprant,Cc1c(CC(=O)O)c2cccnc2n1Cc1ccc(S(C)(=O)=O)cc1C(F)(F)F,100.0,0.2009999999999999,-2.6968039425795114,1,2.0,19.0,1369.0,,,False,False
opicapone,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,100.0,0.927,-2.032920265855503,1,1.8,1.2,2373.0,,capsule,False,False
tolfenamic acid,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,100.0,1.98,-1.7033348097384688,1,1.33,2.72,7070.0,63.2,capsule,False,False
grepafloxacin,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,600.0,1.6410667262485097,-2.56302501043209,2,2.79,12.395,21180.0,70.0,tablet,False,False
Losmapimod,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,20.0,0.0563899999999999,-2.549827901075629,1,4.0,9.03,682.8,,tablet,False,False
deferiprone,Cc1c(O)c(=O)ccn1C,1407.5,24.6,-1.7575132964200046,1,0.75,2.13,71666.67,,tablet,False,False
nelfinavir,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,1250.0,3.657321424211988,-2.533746882960586,2,3.7,4.31,31540.0,88.0,tablet,False,False
lansoprazole,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,30.0,1.039875991994142,-1.4601397031168093,3,2.0,1.17,2669.0,,capsule,False,False
rilpivirine,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,75.0,0.1699999999999999,-2.6446123420134264,1,4.0,55.0,7202.0,,tablet,False,False
etravirine,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,100.0,0.089,-3.050609993355087,1,2.0,,921.0,,,False,False
Valemetostat,Cc1cc(C)c(CNC(=O)c2cc(Cl)c3c(c2C)O[C@@](C)([C@H]2CC[C@H](N(C)C)CC2)O3)c(=O)[nH]1,100.0,0.873,-2.0589857562944305,1,4.0,20.8,5870.0,,tablet,False,False
metaxalone,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,800.0,1.738339437509257,-2.6629554039220578,2,3.9,10.8,15480.5,,tablet,False,False
sulfamethazine,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,850.0,40.11999999999999,-1.3260580013659122,1,3.0,,360780.0,,tablet,False,False
Pleconaril,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1,100.0,0.4699999999999999,-2.3279021420642825,1,3.0,22.0,3630.0,,capsule ,False,False
Selonsertib,Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,100.0,2.32,-1.6345120151091004,1,4.0,18.5,50900.0,,,False,False
isoxicam,Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,200.0,12.2,-1.214670164989233,1,12.0,29.35,651300.0,97.0,capsule,False,False
sulfamethoxazole,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,1200.0,94.42,-1.1041172499523886,1,1.4,9.3,1202500.0,,tablet,False,False
ceritinib,Cc1cc(Nc2ncc(Cl)c(=Nc3ccccc3S(=O)(=O)C(C)C)[nH]2)c(OC(C)C)cc1C1CCNCC1,750.0,0.2134994145191035,-3.545664574997736,2,8.01,36.150000000000006,9795.0,,capsule,False,False
tucatinib,Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,300.0,0.4028786727997867,-2.871946976982617,4,2.0,8.325,2620.0,,,False,False
olanzapine,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,5.0,0.007633216884119,-2.8162624020830815,2,5.5,33.765,331.045,60.0,capsule,False,False
riboflavin,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,60.0,0.116,-2.7136932611567253,1,2.0,3.42,369.44,35.7,tablet,False,False
celecoxib,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,200.0,0.6832255170437157,-2.4664659176898027,3,3.0,7.4,6239.7,,capsule,False,False
etoricoxib,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,120.0,2.2484853806413163,-1.7272911778605624,3,1.5,28.4,40560.0,,tablet,False,False
suvorexant,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,40.0,0.3723128100133005,-2.0311520122613804,2,2.0,10.75,5517.13,,tablet,False,False
acrivastine,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,12.0,0.1789999999999999,-1.8263282150677318,1,0.85,,576.0,,syrup,False,False
triprolidine,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,2.5,0.0068585712797928,-2.561706352138003,2,1.75,3.7,47.15,,syrup,False,False
pirfenidone,Cc1ccc(=O)n(-c2ccccc2)c1,400.0,11.903780911962382,-1.5263750662042324,2,0.55,2.09,36725.0,,capsule,False,False
ponatinib,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,45.0,0.055010567313893,-2.912766390003131,3,6.0,24.2,1273.0,,tablet,False,False
tolcapone,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,200.0,5.992495306631454,-1.5234222931009447,2,1.8,1.95,18000.0,60.0,tablet,False,False
tolmetin,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,81.5,12.999999999999998,-0.7972142564331399,1,0.67,0.96,24360.0,,solution,False,False
gemfibrozil,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,900.0,46.21449988910408,-1.2894642517654507,2,2.165,3.255,165100.0,,tablet,False,False
meclofenamic acid,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,300.0,15.1,-1.298144307426493,1,1.1,1.4,30200.0,,capsule,False,False
phentolamine,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,60.0,0.06705,-2.951752468196026,1,0.74,3.32,197.59,,tablet,False,False
imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,400.0,1.6214641531652805,-2.3921526394627257,2,3.25,16.85,28206.0,98.3,tablet,False,False
lumiracoxib,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,200.0,3.998,-1.699187205881883,1,1.5,4.3,14468.0,74.0,tablet,False,False
pazopanib,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,200.0,15.4,-1.1135092748275182,1,2.5,46.2,749100.0,21.0,tablet,False,False
tolterodine,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,2.0,0.0018796256988343,-3.0269586214615933,3,0.925,2.36,6.0,,tablet,False,False
tolazamide,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,250.0,25.4,-0.9931062920520995,1,4.0,7.12,304270.0,,tablet,False,False
gliclazide,Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CCC[C@H]3C2)cc1,80.0,4.068209423912289,-1.2936866854874427,3,3.96,10.5,55270.0,,tablet,False,False
vortioxetine,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,40.0,0.0152577848982085,-3.4185685033390376,2,7.15,56.6,1308.0,,tablet,False,False
canagliflozin,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,300.0,2.8103023683123984,-2.0283682053395125,4,1.51,11.55,20852.0,65.0,tablet,False,False
Amenamevir,Cc1cccc(C)c1N(CC(=O)Nc1ccc(-c2ncon2)cc1)C(=O)C1CCS(=O)(=O)CC1,100.0,0.526,-2.279014255846261,1,2.0,7.09,5870.0,,capsule,False,False
tocainide,Cc1cccc(C)c1NC(=O)C(C)N,400.0,2.68,-2.1739251972991736,1,2.1,11.2,29170.0,100.0,tablet,False,False
Nefiracetam,Cc1cccc(C)c1NC(=O)CN1CCCC1=O,100.0,1.97,-1.705533773838407,1,1.2,5.86,19500.0,,tablet,False,False
mexiletine,Cc1cccc(C)c1OCC(C)N,400.0,0.820121942152507,-2.6881815598386543,2,2.25,9.5,9196.5,87.3,capsule,False,False
meclizine,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,25.0,0.0800699999999999,-2.494470180164868,1,3.11,5.21,566.54,,tablet,False,False
mefenamic acid,Cc1cccc(Nc2ccccc2C(=O)O)c1C,250.0,2.68,-1.9698052146432488,1,3.0,3.7,10740.0,,capsule,False,False
torasemide,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,10.0,1.2793146602771346,-0.8930226232971129,2,1.0,3.515,3478.48,80.0,tablet,False,False
tolvaptan,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@@H](O)c3cc(Cl)ccc32)c(C)c1,60.0,0.3898520148601949,-2.1872514672703174,3,2.5,6.7,3400.0,,tablet,False,False
orphenadrine,Cc1ccccc1C(OCCN(C)C)c1ccccc1,100.0,0.1468799999999999,-2.833037336142833,1,3.0,14.97,2030.03,,tablet,False,False
metolazone,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,2.0,0.0326003680960813,-1.7878074918784226,2,1.75,7.51,175.34,,tablet,False,False
nevirapine,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,200.0,2.1170299575524787,-1.9753029920103327,3,3.0,38.4,130810.0,,tablet,False,False
tiagabine,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,24.0,0.552,-1.6382721639824072,1,1.1,7.3,2190.0,90.0,capsule,False,False
nilotinib,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,200.0,0.4139891302920886,-2.684041057239068,2,3.5,14.4,9326.0,,capsule,False,False
telbivudine,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,200.0,1.8,-2.0457574905606752,1,2.5,43.3,12800.0,,tablet,False,False
stavudine (d4t),Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,40.0,0.9477504670723026,-1.6253659841995522,4,0.63,1.6949999999999998,1960.215,86.4,capsule,False,False
zidovudine,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,200.0,1.0295009909660118,-2.28840322667121,2,0.5800000000000001,0.875,1467.1750000000002,64.0,capsule,False,False
risdiplam,Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1,18.0,0.0939999999999999,-2.282144651503608,1,2.33,68.9,3300.0,,,False,False
Presatovir,Cc1cn2nc([C@@H]3CCCCN3C(=O)c3cc(Cl)ccc3NS(C)(=O)=O)cc2nc1N1CC[C@H](N)C1,75.0,1.0278,-1.863152650042546,1,2.0,31.8,31332.3,,tablet,False,False
fomepizole,Cc1cn[nH]c1,490.0,12.3159,-1.5997299260741074,1,0.25,,156620.48,104.0,solution,False,False
glipizide,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,5.0,0.4232273045777224,-1.072396325826589,3,2.6,4.2,2584.1,100.0,tablet,False,False
paritaprevir,Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1,300.0,0.1199999999999999,-3.397940008672038,1,2.3,2.7,390.0,,,False,False
acipimox,Cc1cnc(C(=O)O)c[n+]1[O-],250.0,3.879705543247199,-1.8091412433344405,3,1.8,1.67,16710.0,,tablet,False,False
meloxicam,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,7.5,0.7496441014900893,-1.0002061352579856,4,3.95,19.75,20150.0,,tablet,False,False
fedratinib,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,300.0,0.6029588045859559,-2.696833613478613,3,3.0,109.0,9510.0,,capsule,False,False
rupatadine,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,40.0,0.0178122149099992,-3.351342064937062,2,0.785,6.92,56.225,,tablet,False,False
Acoramidis,Cc1n[nH]c(C)c1CCCOc1cc(C(=O)O)ccc1F,150.0,3.5400000000000005,-1.6270879970298933,1,0.8,27.6,50600.0,,tablet,False,False
febuxostat,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,120.0,4.6650494852680815,-1.410324991091606,2,1.105,7.655,12857.05,,tablet,False,False
roxadustat,Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,100.0,8.384317297178905,-1.0765322945532851,6,2.0,11.94,68785.0,,tablet,False,False
Brecanavir,Cc1nc(COc2ccc(C[C@H](NC(=O)O[C@H]3CO[C@H]4OCC[C@H]43)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)cc2)cs1,150.0,0.0126999999999999,-4.072287538099728,1,0.77,0.99,21.5,,solution,False,False
Pritelivir,Cc1nc(N(C)C(=O)Cc2ccc(-c3ccccn3)cc2)sc1S(N)(=O)=O,100.0,1.288,-1.8900841369762067,1,3.0,61.41,90829.0,73.43,tablet,False,False
alpelisib,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,400.0,1.32,-2.4814860601221125,1,2.0,13.7,11100.0,,capsule,False,False
Tegoprazan,Cc1nc2cc(C(=O)N(C)C)cc(O[C@H]3CCOc4cc(F)cc(F)c43)c2[nH]1,100.0,1.4946,-1.82547502207985,1,0.5,4.19,5980.05,,tablet,False,False
risperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,2.0,0.0197527618322096,-2.0054021683784042,2,1.27,4.805,136.225,70.0,tablet,False,False
paliperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,1.0,0.0079491508980519,-2.099679258763002,2,1.25,24.200000000000003,181.5,,solution,False,False
thiamine,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,100.0,0.01035,-3.9850596502070634,1,3.14,,46.97,,tablet,False,False
lemborexant,Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,10.0,0.0356875328371127,-2.4474834748032035,2,1.125,61.9,376.0,,,False,False
secnidazole,Cc1ncc([N+](=O)[O-])n1CC(C)O,2000.0,41.02056801166947,-1.6880283259157445,2,4.065,18.5,1480000.0,,granule,False,False
midazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,30.0,0.212,-2.150785393790911,1,0.63,3.3,503.0,,solution,False,False
ondansetron,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,8.0,0.0399393371401247,-2.3016891342383063,4,1.65,4.7,211.5,60.0,tablet,False,False
Imidafenacin,Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1,0.1,0.0004199999999999,-2.376750709602203,1,1.0,3.0,2.06,57.8,tablet,False,False
raltegravir,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,100.0,1.22216,-1.9128719343811678,1,0.5,12.2,2719.87,,,False,False
maraviroc,Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,100.0,0.1448585516978545,-2.8390558612088515,2,3.09,11.2,562.5,23.1,solution,False,False
alprazolam,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,1.0,0.0182867950963182,-1.7378624013549189,3,1.25,11.8,255.0,87.6,tablet,False,False
triazolam,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,0.5,0.0043027433109587,-2.065224566215206,2,1.365,2.89,19.8,,tablet,False,False
sulfisoxazole,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,500.0,51.85,-0.9842212436109591,1,2.4,8.5,622700.0,,tablet,False,False
fezolinetant,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1,90.0,0.545,-2.217846007162682,1,2.0,4.13,3280.0,,capsule,False,False
dicloxacillin,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,250.0,13.62,-1.2637629010952713,1,1.25,1.38,32780.0,,capsule,False,False
flucloxacillin,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,750.0,34.50000000000001,-1.337242168318426,1,0.75,1.27,67750.0,,tablet,False,False
valdecoxib,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,20.0,0.288971162059057,-1.8401754912587338,3,2.0,8.95,3306.0,83.0,,False,False
