name,canon_smiles,dose_mg,cmax_mg_L,log_cmax_per_dose,n_studies,tmax_h,thalf_h,auc_ng_h_ml,f_pct,formulation,is_prodrug,in_holdout
cloxacillin,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,250.0,4.8,-1.7166987712964505,1,1.0,,,,capsule,False,False
econazole,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,250.0,2.1,-2.0757207139381184,1,1.8,4.4,8400.0,,tablet,False,False
piperaquine,Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,500.0,0.0351,-4.153662887870195,1,4.0,254.4,2818.0,,tablet,False,False
amoxapine,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,150.0,0.0732199999999999,-3.3114615345101694,1,1.5,9.11,509.8,,tablet,False,False
estazolam,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,4.0,0.1620296639507717,-1.3924654600521378,2,1.8,19.23,4916.0,,tablet,False,False
desloratadine,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,10.0,0.0050795669106726,-3.2941733145513443,2,3.925,21.630000000000003,109.75,,tablet,False,False
tizanidine,Clc1ccc2nsnc2c1NC1=NCCN1,8.0,0.0054147206760829,-3.1695139289788457,2,1.005,2.215,15.975,40.0,capsule,False,False
clotrimazole,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,1000.0,0.80349,-3.095019523968271,1,2.5,2.99,4341.6,,,False,False
ticlopidine,Clc1ccccc1CN1CCc2sccc2C1,250.0,0.3608545413320996,-2.8406078334346407,2,1.9,7.37,1152.7,,tablet,False,False
theophylline,Cn1c(=O)c2[nH]cnc2n(C)c1=O,250.0,6.5,-1.585026652029182,1,2.1,7.0,76200.0,,tablet,False,False
caffeine,Cn1c(=O)c2c(ncn2C)n(C)c1=O,100.0,1.5,-1.8239087409443189,1,1.0,5.5,15500.0,,tablet,False,False
dyphylline,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,1000.0,15.619999999999996,-1.8063189704587186,1,0.67,1.87,46143.67,96.5,tablet,False,False
alogliptin,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,100.0,0.483,-2.316052869248488,1,2.0,16.4,5040.0,100.0,capsule,False,False
Brensocatib,Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21,40.0,0.2834195476674112,-2.1496301907541278,2,1.385,22.665,5257.0,,,False,False
Tanaproget,Cn1c(C#N)ccc1-c1ccc2c(c1)C(C)(C)OC(=S)N2,15.0,0.01621,-2.966308244207166,1,1.9,16.5,152.9,,capsule,False,False
doravirine,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,100.0,0.72939,-2.1370401951963394,1,1.5,15.26,16314.89,64.0,tablet,False,False
avapritinib,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,300.0,0.492,-2.785156151952302,1,3.0,52.6,22600.0,,tablet,False,False
Enzastaurin,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,100.0,0.09384,-3.0276120008925274,1,3.0,9.68,917.8,,capsule,False,False
flosequinan,Cn1cc([S+](C)[O-])c(=O)c2ccc(F)cc21,100.0,1.294990347454374,-1.8877334686969571,2,1.1,1.79,4020.0,,tablet,False,False
methimazole,Cn1cc[nH]c1=S,34.6,1.169,-1.4712615876309365,1,0.75,4.79,7770.0,,tablet,False,False
selumetinib,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,50.0,0.9331489698863734,-1.7290190233599587,2,1.3199999999999998,8.535,2812.0,62.0,capsule,False,False
talazoparib,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,1.0,0.0076999999999999,-2.113509274827524,1,0.5,76.1,115.8,,solution,False,False
pexidartinib,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,200.0,2.487,-1.9053542103940453,1,2.5,25.5,44542.0,,,False,False
Sarizotan,Fc1ccc(-c2cncc(CNC[C@H]3CCc4ccccc4O3)c2)cc1,5.0,0.3495851827523586,-1.155416987654149,2,0.65,5.9,1256.0,,capsule,False,False
flunarizine,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,5.0,0.026041390131865,-2.283305840473511,2,2.475,19.165,329.33500000000004,,tablet,False,False
paroxetine,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,40.0,0.0266,-3.1771783546968955,1,6.4,20.6,1127.0,,,False,False
quazepam,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,20.0,0.0367626029936317,-2.735623741433364,4,2.8,17.75,404.05,,tablet,False,False
Zagociguat,Fc1ccccc1Cc1nc(-c2nc(C(F)(F)F)n[nH]2)cn2ccnc12,50.0,5.727439999999999,-0.9410094560695907,1,5.0,57.0,478098.0,,tablet,False,False
momelotinib,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,200.0,0.4837207061099389,-2.6164353175026953,4,4.0,7.5,4815.0,,tablet,False,False
ruxolitinib,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,25.0,0.3968156914577661,-1.7993511713522443,3,0.5,2.7,1231.62,,tablet,False,False
vildagliptin,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,100.0,0.5099150441597413,-2.292502174737413,3,1.75,2.17,2350.0,,tablet,False,False
saxagliptin,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,5.0,0.0253836089921467,-2.294416635042787,3,0.5,3.07,84.4,50.0,tablet,False,False
finafloxacin,N#Cc1c(N2C[C@@H]3NCCO[C@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,100.0,1.32,-1.8794260687941502,1,0.5,7.2,2800.0,,tablet,False,False
letrozole,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,2.5,0.0359993674785985,-1.8416451385427401,3,1.0,42.34,1470.19,99.0,tablet,False,False
perampanel,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,12.0,0.3016504588560529,-1.5996772557669896,3,1.0,124.0,24900.0,110.0,tablet,False,False
ivosidenib,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,250.0,1.6098640626968073,-2.191150803021016,3,3.5,45.8,75500.0,,tablet,False,False
guanfacine,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,3.0,0.0054999999999999,-2.7367585652254265,1,2.6,13.8,100.6,81.1,tablet,False,False
amiloride,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,10.0,0.0191774346563871,-2.7172094883587268,2,3.0,17.08,258.535,50.0,tablet,False,False
darifenacin,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,20.0,0.00381,-3.720105019988362,1,1.0,3.8,16.0,,tablet,False,False
piracetam,NC(=O)CN1CCCC1=O,800.0,14.529999999999998,-1.740824372693922,1,2.33,4.4,59190.0,100.0,tablet,False,False
modafinil,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,200.0,4.675923959713605,-1.631162555651788,3,2.0,12.7,61300.0,,tablet,False,False
armodafinil,NC(=O)C[S@@+]([O-])C(c1ccccc1)c1ccccc1,100.0,2.4,-1.619788758288394,1,2.3,,40600.0,,tablet,False,False
lonafarnib,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,100.0,0.323,-2.490797477668897,1,3.0,2.73,2077.0,,capsule,False,False
oxcarbazepine,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,300.0,0.3956789923662868,-2.879778261672716,2,1.25,,1387.505,,tablet,False,False
carglumic acid,NC(=O)NC(CCC(=O)O)C(=O)O,100.0,8.613,-1.0648455527838316,1,,31.0,,10.0,tablet,False,False
hydroxyurea,NC(=O)NO,1107.0,28.32,-1.5920543718609914,1,0.5,3.14,82490.0,,capsule,False,False
felbamate,NC(=O)OCC(COC(N)=O)c1ccccc1,600.0,0.0089,-4.828761243738731,1,3.0,18.6,244.0,,,False,False
chlorphenesin carbamate,NC(=O)OCC(O)COc1ccc(Cl)cc1,250.0,3.4300000000000006,-1.862645888629267,1,1.67,6.33,28670.0,,tablet,False,False
solriamfetol,NC(=O)OC[C@H](N)Cc1ccccc1,300.0,1.7569177556163522,-2.232369822830509,2,2.0,5.6,17096.0,95.0,tablet,False,False
cenobamate,NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl,100.0,2.444381312316064,-1.6118310451899123,2,3.0,47.255,152845.0,,tablet,False,False
Avagacestat,NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1,100.0,0.435,-2.3615107430453626,1,1.0,33.0,2362.0,,solution,False,False
Vixotrigine,NC(=O)[C@@H]1CC[C@H](c2ccc(OCc3ccccc3F)cc2)N1,125.0,0.8459,-2.1695909880484003,1,1.48,12.9,9731.7,,tablet,False,False
samidorphan,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3,55.7,0.1365,-2.610722543796954,1,1.0,8.3,1340.0,,solution,False,False
niraparib,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,300.0,1.010296491135152,-2.4726724100777484,2,3.755,73.05,38208.05,72.7,capsule,False,False
nicotinamide,NC(=O)c1cccnc1,187.5,3.3000000000000003,-1.75448733218585,1,0.3,0.6,3000.0,,powder,False,False
rufinamide,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,200.0,1.8065,-2.04419202975994,1,4.2,11.2,35944.0,,tablet,False,False
Peficitinib,NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1[C@@H]2CC3C[C@H]1C[C@](O)(C3)C2,120.0,0.232,-2.7136932611567253,1,1.5,10.3,1043.0,,,False,False
pyrazinamide,NC(=O)c1cnccn1,1890.0,38.7,-1.6887508391543327,1,1.0,9.6,520000.0,,tablet,False,False
favipiravir,NC(=O)c1nc(F)cnc1O,200.0,5.240712695529576,-1.5816396440450067,3,0.66,1.3,11235.31,,tablet,False,False
Mizoribine,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O,234.0,2.7,-1.9378520932511556,1,2.0,2.9,18100.0,,tablet,False,False
ribavirin,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,300.0,0.25,-3.0791812460476247,1,1.25,43.6,6756.0,,tablet,False,False
guanadrel,NC(N)=NCC1COC2(CCCCC2)O1,50.0,0.1042,-2.6811022853725133,1,1.75,3.49,396.2,,tablet,False,False
guanabenz,NC(N)=NN=Cc1c(Cl)cccc1Cl,16.0,0.0025455844122715,-3.7983324797206404,2,2.0,6.65,22.0,,tablet,False,False
capivasertib,NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,80.0,0.121,-2.8203046166754935,1,1.5,7.39,598.0,,tablet,False,False
amantadine,NC12CC3CC(CC(C3)C1)C2,100.0,0.4018299999999999,-2.3959576426298583,1,2.48,11.69,5419.61,,,False,False
pemoline,NC1=NC(=O)C(c2ccccc2)O1,50.0,0.995,-1.7011469235902934,1,2.45,10.65,,,capsule,False,False
epinastine,NC1=NCC2c3ccccc3Cc3ccccc3N12,20.0,0.013024478085686,-3.1862696663064662,3,2.21,7.64,143.79,,tablet,False,False
Clinafloxacin,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,100.0,0.77,-2.113509274827518,1,1.2,6.3,4520.0,94.4,capsule,False,False
aminolevulinic acid,NCC(=O)CCC(=O)O,100.0,4.65,-1.332547047110046,1,0.88,0.74,7400.0,56.4,solution,False,False
baclofen,NCC(CC(=O)O)c1ccc(Cl)cc1,10.0,0.1462942240828393,-1.8347728201390012,2,1.065,3.785,860.5,108.0,tablet,False,False
gabapentin,NCC1(CC(=O)O)CCCCC1,300.0,3.0097456537056417,-1.9985914587468836,2,2.76,4.66,25782.015,,capsule,False,False
tranexamic acid,NCC1CCC(C(=O)O)CC1,650.0,13.83,-1.6720911765335449,1,,2.0,,,tablet,False,False
gamma-aminobutyric acid,NCCCC(=O)O,2000.0,0.68853,-3.4631071279764667,1,1.5,5.08,956.77,,tablet,False,False
alendronic acid (alendronate),NCCCC(O)(P(=O)(O)O)P(=O)(O)O,70.0,0.0384179697537493,-3.260563629723905,2,1.16,1.755,113.205,0.62,tablet,False,False
aminocaproic acid,NCCCCCC(=O)O,500.0,16.355000000000004,-1.4853194558750182,1,1.58,2.13,59523.0,,tablet,False,False
Mavorixafor,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,100.0,0.276,-2.5590909179347823,1,1.5,7.6,358.0,,,False,False
lisinopril,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,20.0,0.09434,-2.326334123754298,1,6.58,7.16,1250.17,25.0,tablet,False,False
triethylenetetramine,NCCNCCNCCN,600.0,0.866,-2.840633358366297,1,2.08,2.5,3770.0,,capsule,False,False
cysteamine,NCCS,1200.0,4.87601,-2.3911166584244214,1,0.88,1.88,13316.44,,capsule,False,False
taurine,NCCS(=O)(=O)O,4000.0,84.17000000000002,-1.6769026641520637,1,1.25,1.01,196810.0,,capsule,False,False
Etamicastat,NCCc1c[nH]c(=S)n1[C@H]1COc2c(F)cc(F)cc2C1,100.0,0.1059999999999999,-2.97469413473523,1,1.5,19.7,1134.0,,capsule,False,False
Lesogaberan,NC[C@@H](F)C[PH](=O)O,100.0,0.3527,-2.4525945403325102,1,1.2,11.2,2920.4,67.0,solution,False,False
tranexamic acid,NC[C@H]1CC[C@H](C(=O)O)CC1,1000.0,7.0,-2.154901959985743,1,2.0,,,,tablet,False,False
isoniazid,NNC(=O)c1ccncc1,300.0,5.159651150998485,-1.7645009151695632,2,0.33,2.27,11325.0,100.1,tablet,False,False
phenelzine,NNCCc1ccccc1,30.0,0.0198,-3.1804560644581312,1,0.72,11.6,,,tablet,False,False
dihydralazine,NNc1nnc(NN)c2ccccc12,20.0,0.04662,-2.6324577264794233,1,1.0,4.8,190.2,,suspension,False,False
hydralazine,NNc1nncc2ccccc12,100.0,0.5715,-2.2429837652686992,1,0.5,1.78,1426.95,,tablet,False,False
Aprocitentan,NS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,25.0,1.4143125538578805,-1.2473946123541582,2,4.0,46.65,80852.5,,tablet,False,False
furosemide,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,40.0,1.7033075605577312,-1.3707669171803725,3,1.0,3.1,4166.67,71.0,tablet,False,False
piretanide,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,6.0,0.3269174207655505,-1.263713186515529,2,0.77,1.095,557.335,,solution,False,False
chlorthalidone,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,100.0,5.55,-1.2557070168773237,1,12.0,50.0,566000.0,,tablet,False,False
diclofenamide,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,100.0,1.512,-1.8204482088348124,1,2.0,31.9,28901.0,,tablet,False,False
bendroflumethiazide,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,10.0,0.0574496736283157,-2.240712434196308,2,1.92,8.0,404.8,,tablet,False,False
trichlormethiazide,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,4.0,0.03879,-2.013340211727906,1,1.9,2.02,178.74,,,False,False
chlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,500.0,0.513,-2.9888526392242025,1,2.0,2.2,3000.0,,tablet,False,False
hydrochlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,25.0,0.1468013283318648,-2.231210023360453,2,2.2,8.555,1094.935,,tablet,False,False
loracarbef,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,200.0,9.01,-1.3463052046849182,1,0.85,1.41,18580.0,,tablet,False,False
cefaclor,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,250.0,9.603124491539198,-1.4155274497303434,2,0.55,0.665,8650.0,,capsule,False,False
sitagliptin,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,200.0,0.8344314532471622,-2.379639329542935,4,1.75,9.275,6659.65,87.0,tablet,False,False
carbocisteine,N[C@@H](CSCC(=O)O)C(=O)O,750.0,6.889999999999999,-2.0368420414840744,1,2.0,1.51,27910.0,,capsule,False,False
tryptophan,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,700.0,25.000000000000007,-1.447158031342219,1,1.0,4.34,31000.0,,tablet,False,False
levothyroxine (l-t4),N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,0.6,0.0751556252053031,-0.9021897584188743,2,2.045,,1737.0700000000002,,tablet,False,False
melphalan,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,20.0,0.20596,-1.987247112508784,1,1.07,1.21,558.0,71.0,tablet,False,False
levodopa,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,250.0,1.077,-2.365724305374056,1,0.8,1.5,1056.0,41.0,tablet,False,False
Sitafloxacin,N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2,100.0,1.62,-1.790484985457369,1,0.62,5.8,8790.0,,tablet,False,False
cycloserine,N[C@@H]1CONC1=O,250.0,19.420000000000005,-1.1096907831000513,1,0.86,12.33,283490.0,,capsule,False,False
trovafloxacin,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,200.0,2.054507240191672,-1.9883223195867772,2,1.275,9.85,21440.0,91.0,tablet,False,False
rimegepant,N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F,75.0,0.6638696869140864,-2.052978424698835,4,2.0,11.7,3843.0,64.0,capsule,False,False
droxidopa,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,200.0,0.965,-2.3165026823201886,1,2.2,2.1,3193.0,90.0,tablet,False,False
ambroxol,Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1,30.0,0.0631117640787247,-2.6770109351224756,3,2.0,9.53,712.14,,tablet,False,False
bromfenac,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,50.0,4.137691745835627,-1.0822118713338034,4,1.125,1.525,6510.0,67.0,capsule,False,False
tacrine,Nc1c2c(nc3ccccc13)CCCC2,50.0,0.02217,-3.3532043112215306,1,1.5,2.14,83.2,,capsule,False,False
amrinone,Nc1cc(-c2ccncc2)c[nH]c1=O,75.0,0.9515513648773776,-1.8966290268582906,2,0.69,4.125,3600.0,93.0,capsule,False,False
minoxidil,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],5.0,0.0361861852092756,-2.140427202656005,2,0.46,1.335,55.650000000000006,95.0,tablet,False,False
phenazopyridine,Nc1ccc(/N=N/c2ccccc2)c(N)n1,200.0,0.065,-3.4881166390211256,1,2.48,9.41,431.77,,tablet,False,False
aminosalicylic acid (para-aminosalicylic acid),Nc1ccc(C(=O)O)c(O)c1,4000.0,46.52536942357364,-1.934370161099955,2,4.65,1.275,197030.0,,granule,False,False
mesalazine (5-asa),Nc1ccc(O)c(C(=O)O)c1,1200.0,0.857,-3.1462004241244266,1,9.0,8.56,9578.0,,enteric-coated tablet,False,False
sulfadiazine,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,500.0,18.236205601242897,-1.4380355243933989,4,3.7,11.835,364800.0,,tablet,False,False
dapsone,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,100.0,1.710263137648707,-1.7669370647909004,2,3.05,22.65,38500.0,93.0,tablet,False,False
lenalidomide,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,100.0,1.735,-1.7607005208731075,1,1.5,4.71,5997.0,,capsule,False,False
lamivudine,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,100.0,1.176,-1.9295926782598802,1,0.83,4.92,4162.0,,tablet,False,False
zalcitabine,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,1.5,0.0225619148123558,-1.8227153039415973,2,0.95,1.7999999999999998,65.5,80.0,tablet,False,False
Apricitabine,Nc1ccn([C@H]2CO[C@@H](CO)S2)c(=O)n1,400.0,4.1,-1.989276134608227,1,1.7,2.8,23300.0,,capsule,False,False
dalfampridine,Nc1ccncc1,10.0,0.0426999999999999,-2.3695721249749773,1,1.3,,,,solution,False,False
amifampridine,Nc1ccncc1N,30.0,0.0254999999999999,-3.070581074285709,1,0.81,1.65,45.2,,tablet,False,False
delafloxacin,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,100.0,1.12,-1.9507819773298183,1,2.5,2.5,3780.0,,capsule,False,False
ceftibuten (7432-s),Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,200.0,10.689246933250256,-1.2720828858017161,2,2.175,1.955,45200.0,82.5,capsule,False,False
Peldesine,Nc1nc(=O)c2[nH]cc(Cc3cccnc3)c2[nH]1,121.3,0.4975,-2.387067715784829,1,1.8,3.6,2244.1,58.7,capsule,False,False
folic acid,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,2.3,0.133,-1.237876195050507,1,1.0,2.28,433.11,,tablet,False,False
emtricitabine,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,200.0,2.26839,-1.9453122715952467,1,1.05,3.38,9372.31,93.0,capsule,False,False
tioguanine,Nc1nc(=S)c2[nH]cnc2[nH]1,40.0,0.0083599999999999,-3.679853713888951,1,1.22,,23.93,,tablet,False,False
mirabegron,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,100.0,0.0604578201848569,-3.2185475154240697,5,2.5,43.0,615.0,53.0,OCAS tablet,False,False
cladribine,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,19.6,0.0424,-2.6648902147637434,1,1.08,,146.0,37.2,solution,False,False
triamterene,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,100.0,0.118,-2.9281179926938745,1,1.16,,473.2,,suspension,False,False
abacavir,Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1,600.0,3.67,-2.213485186131554,1,,14.0,,,tablet,False,False
abacavir,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,300.0,2.983515991715344,-2.0023928847047485,3,0.75,1.2,6000.0,83.0,caplet,False,False
leucovorin,Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2,75.0,0.64,-2.068881289407813,1,2.4,9.0,7900.0,,tablet,False,False
riluzole,Nc1nc2ccc(OC(F)(F)F)cc2s1,100.0,0.369783720571904,-2.4320522122179904,2,1.1,7.65,1365.5,61.2,tablet,False,False
azacitidine,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,300.0,0.145,-3.3157532524846878,1,1.0,0.5,242.0,,tablet,False,False
lamotrigine,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,200.0,2.675556016980396,-1.873615947619338,2,2.3,30.05,108800.0,98.0,tablet,False,False
Vafidemstat,Nc1nnc(CN[C@@H]2C[C@H]2c2ccc(OCc3ccccc3)cc2)o1,4.0,0.03805,-2.0217053302213706,1,1.71,20.0,550.01,,capsule,False,False
selinexor,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,100.0,0.693,-2.1592667653881934,1,,7.0,6998.0,,tablet,False,False
praziquantel,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,1800.0,0.4508972445025584,-3.601194923824215,2,1.58,1.905,1135.065,,tablet,False,False
vorinostat,O=C(CCCCCCC(=O)Nc1ccccc1)NO,400.0,0.3171899999999999,-3.100740504401432,1,1.5,2.0,1110.16,42.5,capsule,False,False
bromperidol,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,15.0,0.01122,-3.1260984021355385,1,5.0,18.46,199.93,,,False,False
haloperidol,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,5.0,0.0012899999999999,-3.5883802940368037,1,6.0,33.28,39.22,,tablet,False,False
benperidol,O=C(CCCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(F)cc1,6.0,0.0073,-2.914828390263188,1,0.05,4.65,64.5,40.2,tablet,False,False
Lafutidine,O=C(C[S+]([O-])Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1,40.0,0.7995399999999999,-1.6992197954849528,1,1.08,2.56,3808.41,,tablet,False,False
benznidazole,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,100.0,2.2,-1.6575773191777938,1,3.5,12.1,48400.0,,tablet,False,False
rebamipide,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,100.0,0.2183690186358861,-2.6608089776426938,2,2.25,1.935,930.285,,tablet,False,False
indoramin,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,50.0,0.02671,-3.2722961163146462,1,1.5,4.15,187.77,23.6,tablet,False,False
flecainide,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,200.0,0.351442573682196,-2.755175624972267,3,2.3,10.87,5610.0,69.6,tablet,False,False
moclobemide,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,100.0,1.556,-1.8079904073463298,1,0.84,1.8,3816.0,66.0,,False,False
xamoterol,O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,50.0,0.0276,-3.258060922270801,1,1.9,15.7,168.0,4.5,tablet,False,False
nicorandil,O=C(NCCO[N+](=O)[O-])c1cccnc1,5.0,0.0609261848469112,-1.914166020562607,2,0.505,,88.0,75.0,tablet,False,False
